,Haustyp,Angebotstyp,Wohnflaeche__m²_,Zimmer,plz,Verkaeufer,Baujahr,Preis,Grundstuecksflaeche__m²_,Provision,ExactPreis,Garten/_mitnutzung,Badewanne,Heizungsart,Dusche,Garage/Stellplatz,Keller,Moebliert/Teilmoebliert,Gaeste_WC,Terrasse,Aktuell_vermietet,Einbaukueche,Balkon,Barrierefrei,Einliegerwohnung,Dachboden,Nebenkosten__in_€_,Kaution__in_€_,Haustiere_erlaubt,Warmmiete__in_€_,Heizkosten__in_€_,WG_geeignet,Denkmalobjekt,Preis_pro_m2
112,bauernhaus,Angebot,160,9,67823,privat,1900.0,56559.63373994302,967.0,nein,208000.0,1,1,oelheizung,1,1,1,1,1,1,0,1,1,0,0,1,,,0,,,0,0,353.4977108746439
113,reihenhaus,Angebot,120,5,76877,gewerblich,1992.0,-68252.68050220623,268.0,ja,340000.0,1,0,zentralheizung,0,1,1,0,1,1,0,1,1,0,0,0,,,0,,,0,0,-568.7723375183853
114,einfamilienhaus,Angebot,100,4,32351,privat,1951.0,160659.23413502224,1296.0,,180000.0,1,1,oelheizung,1,1,1,0,1,1,0,0,0,0,0,1,,,0,,,0,0,1606.5923413502223
115,einfamilienhaus,Angebot,100,3,47138,privat,,232096.27432650328,,,800.0,1,1,gasheizung,1,0,1,0,1,1,0,0,0,0,0,0,100.0,1600.0,1,1000.0,100.0,0,0,2320.9627432650327
116,einfamilienhaus,Angebot,160,5,41844,gewerblich,1972.0,-36218.961334734006,1325.0,ja,415000.0,0,0,zentralheizung,0,1,1,0,1,1,0,1,0,0,0,0,,,0,,,0,0,-226.36850834208752
117,mehrfamilienhaus,Angebot,160,8,58453,gewerblich,1954.0,4234.1054026317,1121.0,ja,320000.0,1,0,zentralheizung,0,1,0,0,0,0,1,0,0,0,0,0,,,0,,,0,0,26.463158766448124
118,einfamilienhaus,Angebot,160,8,36266,privat,1970.0,67219.46805903713,1265.0,nein,200000.0,1,1,andere,1,1,1,1,1,0,0,1,1,0,0,1,,,0,,,0,0,420.12167536898204
119,mehrfamilienhaus,Angebot,160,9,66957,gewerblich,1954.0,136018.7402292099,570.0,ja,125000.0,1,1,oelheizung,1,0,1,0,1,1,0,1,0,0,0,1,,,0,,,0,0,850.1171264325619
120,einfamilienhaus,Angebot,120,6,56567,privat,1920.0,325088.98179158726,,,690.0,1,1,gasheizung,1,1,1,0,1,1,0,0,1,0,0,1,90.0,2000.0,1,780.0,,1,0,2709.074848263227
121,einfamilienhaus,Angebot,160,4,66871,privat,1982.0,47962.16190939471,723.0,nein,155000.0,1,1,oelheizung,1,1,0,0,1,1,0,1,0,0,0,0,,,0,,,0,0,299.7635119337169
122,mehrfamilienhaus,Angebot,160,15,59174,gewerblich,,-141550.68761447794,1100.0,ja,420000.0,1,1,,1,1,1,0,1,1,1,0,1,0,1,0,,,0,,,0,0,-884.6917975904871
123,einfamilienhaus,Angebot,120,4,66914,gewerblich,1976.0,62763.28184089497,795.0,nein,179500.0,1,1,oelheizung,1,1,1,0,1,1,1,0,0,0,0,1,,,0,,,0,0,523.0273486741247
124,bungalow,Angebot,140,4,54332,gewerblich,,95032.78180652656,742.0,nein,470000.0,1,1,fussbodenheizung,1,1,0,0,1,1,0,0,0,0,0,0,,,0,,,0,0,678.8055843323326
125,mehrfamilienhaus,Angebot,160,6,32683,privat,1963.0,-29865.854158793576,648.0,nein,225000.0,1,1,gasheizung,1,1,1,0,0,1,1,0,1,0,1,1,,,0,,,0,0,-186.66158849245986
126,einfamilienhaus,Angebot,160,11,33739,privat,1930.0,125348.76052366706,764.0,nein,328000.0,1,1,gasheizung,1,1,1,1,1,1,0,1,0,1,0,1,,,0,,,0,0,783.4297532729191
127,bauernhaus,Angebot,140,7,55629,gewerblich,1900.0,32255.687548458944,615.0,ja,58000.0,1,1,oelheizung,0,1,1,1,0,0,0,1,0,0,0,0,,,0,,,0,0,230.39776820327816
128,einfamilienhaus,Angebot,160,8,67663,gewerblich,2005.0,47962.16190939471,681.0,ja,558000.0,1,1,zentralheizung,1,1,0,0,1,1,0,1,0,0,0,0,,,0,,,0,0,299.7635119337169
129,bauernhaus,Angebot,160,8,56291,privat,1895.0,-57757.14023918452,2993.0,nein,255000.0,0,0,oelheizung,1,1,1,0,1,0,0,1,1,0,0,0,,,0,,,0,0,-360.98212649490324
130,reihenhaus,Angebot,160,6,67071,gewerblich,2003.0,39165.300642986884,312.0,ja,299000.0,1,1,zentralheizung,1,1,1,0,1,1,0,1,0,0,0,0,,,0,,,0,0,244.78312901866803
131,reihenhaus,Angebot,160,5,66954,privat,1995.0,-61988.78590064224,280.0,nein,205000.0,0,1,gasheizung,1,1,1,0,1,1,0,1,1,0,0,0,,,0,,,0,0,-387.42991187901396
132,einfamilienhaus,Angebot,160,6,53229,privat,1965.0,191772.19603686084,,,1200.0,1,0,gasheizung,0,0,1,0,1,1,0,0,0,0,0,0,,2.0,1,2100.0,,0,0,1198.5762252303803
133,bungalow,Angebot,140,3,49479,gewerblich,1978.0,41533.97325175832,620.0,ja,219000.0,1,0,zentralheizung,1,1,0,0,1,1,0,1,0,0,0,0,,,0,,,0,0,296.6712375125594
134,mehrfamilienhaus,Angebot,160,7,33829,gewerblich,1933.0,-6425.728916462409,3373.0,ja,340000.0,1,0,zentralheizung,0,1,0,0,0,1,1,0,0,0,0,0,,,0,,,0,0,-40.16080572789006
135,einfamilienhaus,Angebot,160,7,36323,privat,1936.0,,170.0,nein,,1,1,oelheizung,0,1,1,1,1,0,0,0,1,0,0,1,,,0,,,0,0,
136,villa,Angebot,160,5,66851,gewerblich,2008.0,-4998.476221244317,825.0,ja,479000.0,1,1,fussbodenheizung,1,0,1,0,1,1,0,1,1,0,0,0,,,0,,,0,0,-31.24047638277698
137,einfamilienhaus,Angebot,160,5,54657,privat,1990.0,132682.03695494102,,,1400.0,1,1,oelheizung,1,1,1,0,1,1,0,1,0,0,0,1,,,0,1400.0,,1,0,829.2627309683814
138,einfamilienhaus,Angebot,160,8,67759,privat,1990.0,-41336.318554184254,930.0,nein,120000.0,1,1,oelheizung,1,1,1,1,1,1,1,1,1,0,0,1,,,0,,,0,0,-258.3519909636516
139,mehrfamilienhaus,Angebot,160,10,59872,gewerblich,1960.0,4234.1054026317,515.0,ja,187000.0,1,0,zentralheizung,0,1,0,0,0,0,1,0,0,0,0,0,,,0,,,0,0,26.463158766448124
140,einfamilienhaus,Angebot,160,8,56357,privat,1984.0,104725.16559856568,400.0,nein,119000.0,1,1,elektroheizung,1,1,1,0,1,0,0,0,1,0,0,1,,,0,,,0,0,654.5322849910356
141,bungalow,Angebot,140,4,56269,gewerblich,,36736.54280553614,1072.0,nein,296900.0,0,1,fussbodenheizung,0,1,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,262.403877182401
142,doppelhaushaelfte,Angebot,160,8,45739,privat,1959.0,2332.159064751031,570.0,nein,189000.0,1,1,oelheizung,0,1,1,0,0,1,1,0,0,0,1,1,,,0,,,0,0,14.575994154693944
143,einfamilienhaus,Angebot,160,6,59872,privat,,123153.5365954937,730.0,nein,198000.0,1,1,oelheizung,1,1,1,1,1,1,0,1,0,0,0,1,,,0,,,0,0,769.7096037218356
144,bauernhaus,Angebot,160,7,56858,privat,1950.0,59425.26396871773,1661.0,nein,130000.0,1,1,elektroheizung,0,1,1,1,0,1,0,1,1,0,0,1,,,0,,,0,0,371.4078998044858
145,einfamilienhaus,Angebot,160,8,55629,privat,1984.0,,400.0,nein,,1,1,zentralheizung,1,1,0,1,1,0,0,1,1,0,0,1,,,0,,,0,0,
146,mehrfamilienhaus,Angebot,160,9,55234,privat,,32963.80220272629,700.0,nein,349999.0,1,1,gasheizung,1,1,1,0,1,1,0,0,1,1,1,1,,,0,,,0,0,206.02376376703933
147,reihenhaus,Angebot,140,5,55411,gewerblich,2017.0,-18631.740946155947,168.0,nein,282879.0,1,1,,1,1,0,0,1,1,0,1,1,0,0,0,,,0,,,0,0,-133.08386390111392
148,bungalow,Angebot,100,4,41472,gewerblich,1973.0,86235.92054011868,370.0,ja,339000.0,1,1,zentralheizung,1,1,1,0,1,1,0,0,0,0,0,0,,,0,,,0,0,862.3592054011867
149,mehrfamilienhaus,Angebot,160,14,59602,gewerblich,1927.0,-39141.09462601089,1412.0,nein,359000.0,1,1,zentralheizung,1,1,1,1,1,1,1,1,1,1,0,1,,,0,,,0,0,-244.63184141256806
150,einfamilienhaus,Angebot,160,5,36329,privat,1965.0,-13414.964374309377,,nein,68000.0,1,1,oelheizung,1,1,1,1,0,0,1,1,1,0,0,1,,,0,,,0,0,-83.8435273394336
151,einfamilienhaus,Angebot,140,5,66851,privat,1988.0,79028.43054981201,598.0,nein,175000.0,0,1,oelheizung,1,1,1,0,1,1,0,1,0,0,0,1,,,0,,,0,0,564.4887896415144
152,einfamilienhaus,Angebot,120,4,56414,privat,1935.0,123153.5365954937,300.0,nein,82000.0,1,1,oelheizung,1,1,1,1,1,1,0,1,0,0,0,1,,,0,,,0,0,1026.2794716291141
153,mehrfamilienhaus,Angebot,160,12,59269,privat,1914.0,76288.74638876382,759.0,nein,148000.0,1,1,ofenheizung,0,1,1,0,0,0,1,0,0,0,0,1,,,0,,,0,0,476.8046649297738
154,einfamilienhaus,Angebot,160,8,67697,privat,1951.0,40566.52272470339,950.0,nein,299000.0,1,0,oelheizung,1,1,1,0,1,1,0,1,1,0,0,1,,,0,,,0,0,253.5407670293962
155,bungalow,Angebot,120,5,54497,gewerblich,,86960.92109062719,1290.0,nein,183499.0,0,1,fussbodenheizung,1,0,1,0,1,0,0,0,0,1,0,0,,,0,,,0,0,724.6743424218932
156,doppelhaushaelfte,Angebot,160,6,33378,privat,1958.0,9024.437232611774,220.0,nein,218000.0,1,1,oelheizung,1,1,1,0,1,0,1,0,1,1,0,1,,,0,,,0,0,56.40273270382359
157,einfamilienhaus,Angebot,160,5,33602,privat,1972.0,,896.0,nein,,1,1,oelheizung,1,1,1,1,1,1,0,1,1,0,0,1,,,0,,,0,0,
158,einfamilienhaus,Angebot,160,6,41836,privat,1994.0,123153.5365954937,735.0,nein,735000.0,1,1,oelheizung,1,1,1,1,1,1,0,1,0,0,0,1,,,0,,,0,0,769.7096037218356
159,einfamilienhaus,Angebot,120,8,56843,privat,1964.0,133813.37091458778,1807.0,nein,129000.0,1,1,elektroheizung,1,1,1,1,1,0,0,1,0,0,0,1,,,0,,,0,0,1115.1114242882315
160,mehrfamilienhaus,Angebot,160,8,56332,privat,1963.0,-24131.452361931788,514.0,nein,180000.0,1,1,elektroheizung,1,1,1,0,1,1,0,1,0,0,1,0,,,0,,,0,0,-150.82157726207367
161,mehrfamilienhaus,Angebot,160,6,67227,privat,1991.0,-16302.04162257889,780.0,,580000.0,1,1,gasheizung,1,1,1,0,1,1,0,1,1,0,1,1,,,0,,,0,0,-101.88776014111806
162,reihenhaus,Angebot,140,6,55296,privat,1990.0,89832.36655000856,300.0,nein,398000.0,1,0,gasheizung,1,1,1,0,1,1,0,0,1,1,0,1,,,0,,,0,0,641.6597610714897
163,mehrfamilienhaus,Angebot,160,7,57080,gewerblich,1954.0,19642.01768456803,848.0,ja,299000.0,1,1,zentralheizung,1,1,1,0,1,1,0,0,1,0,0,0,,,0,,,0,0,122.76261052855018
164,mehrfamilienhaus,Angebot,160,43,40229,privat,1910.0,-18906.192562864773,890.0,ja,2260000.0,1,1,gasheizung,1,0,1,1,1,1,1,1,1,0,0,1,,,0,,,0,0,-118.16370351790484
165,einfamilienhaus,Angebot,160,7,35274,privat,1905.0,124248.44855698457,772.0,nein,300000.0,1,1,oelheizung,1,1,1,0,1,0,0,1,0,0,0,1,,,0,,,0,0,776.5528034811535
166,einfamilienhaus,Angebot,160,5,66909,privat,1976.0,-61988.78590064224,707.0,nein,199000.0,0,1,gasheizung,1,1,1,0,1,1,0,1,1,0,0,0,,,0,,,0,0,-387.42991187901396
167,einfamilienhaus,Angebot,160,9,66955,gewerblich,,21999.45005186457,530.0,nein,234480.0,0,1,oelheizung,1,1,1,1,1,1,0,1,1,0,0,1,,,0,,,0,0,137.49656282415356
168,einfamilienhaus,Angebot,120,6,66484,privat,1950.0,23258.656069427834,600.0,nein,160000.0,1,1,oelheizung,0,1,1,0,1,0,0,1,1,0,0,1,,,0,,,0,0,193.82213391189862
169,einfamilienhaus,Angebot,160,6,51702,gewerblich,1973.0,134157.27471999358,726.0,nein,188000.0,1,1,zentralheizung,1,1,1,0,0,0,0,0,0,0,0,0,,,0,,,0,0,838.4829669999599
170,einfamilienhaus,Angebot,60,3,56858,privat,2013.0,137255.42969759743,800.0,nein,99000.0,1,1,fussbodenheizung,0,1,0,0,1,1,0,0,0,1,0,1,,,0,,,0,0,2287.590494959957
171,bungalow,Angebot,80,3,55494,gewerblich,,36736.54280553614,598.0,nein,212800.0,0,1,fussbodenheizung,0,1,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,459.20678506920177
172,doppelhaushaelfte,Angebot,160,5,59439,privat,2017.0,169456.09540143012,370.0,nein,260000.0,1,1,andere,1,1,0,0,1,1,0,0,0,0,0,1,,,0,,,0,0,1059.1005962589384
173,einfamilienhaus,Angebot,120,4,32339,privat,1961.0,113588.61423789043,773.0,nein,180000.0,1,1,oelheizung,1,1,1,0,1,1,0,1,0,0,0,1,,,0,,,0,0,946.5717853157536
174,einfamilienhaus,Angebot,120,5,52385,privat,1953.0,67219.46805903713,3000.0,nein,205000.0,1,1,elektroheizung,1,1,1,1,1,0,0,1,1,0,0,1,,,0,,,0,0,560.1622338253094
175,einfamilienhaus,Angebot,120,8,56843,gewerblich,1964.0,87086.65482286176,1807.0,nein,129000.0,1,1,,1,1,1,0,0,0,0,1,0,0,0,0,,,0,,,0,0,725.722123523848
176,mehrfamilienhaus,Angebot,160,10,55286,privat,1901.0,-12385.199338666574,300.0,nein,270000.0,1,0,andere,0,1,0,0,1,1,0,0,1,0,0,0,,,0,,,0,0,-77.4074958666661
177,einfamilienhaus,Angebot,160,7,65623,privat,2001.0,-48502.70732641157,680.0,,475000.0,1,1,fussbodenheizung,0,1,1,0,1,1,0,1,1,1,1,1,,,0,,,0,0,-303.1419207900723
178,reihenhaus,Angebot,120,5,67346,privat,,98321.00578779945,,,850.0,1,0,gasheizung,1,0,1,0,1,0,0,0,0,0,0,1,200.0,2550.0,0,1100.0,50.0,0,0,819.3417148983287
179,einfamilienhaus,Angebot,160,9,58710,gewerblich,1913.0,94065.3312794716,886.0,ja,315000.0,1,1,zentralheizung,1,1,1,0,1,1,0,0,1,0,0,1,,,0,,,0,0,587.9083204966976
180,reihenhaus,Angebot,140,5,47178,privat,1986.0,131950.39786190153,320.0,nein,245000.0,1,1,fernwaerme,1,1,0,1,1,1,0,1,0,0,0,1,,,0,,,0,0,942.5028418707252
181,einfamilienhaus,Angebot,160,7,55743,privat,1980.0,14170.039312511672,795.0,nein,250000.0,0,1,gasheizung,1,1,1,1,1,1,0,1,0,0,0,0,,,0,,,0,0,88.56274570319795
182,einfamilienhaus,Angebot,160,8,56357,privat,1900.0,67219.46805903713,1929.0,nein,160000.0,1,1,oelheizung,1,1,1,1,1,0,0,1,1,0,0,1,,,0,,,0,0,420.12167536898204
183,einfamilienhaus,Angebot,160,5,55496,privat,2003.0,160659.23413502224,840.0,nein,220000.0,1,1,oelheizung,1,1,1,0,1,1,0,0,0,0,0,1,,,0,,,0,0,1004.120213343889
184,einfamilienhaus,Angebot,160,5,32689,privat,1963.0,87637.1426218352,1850.0,nein,265000.0,1,0,zentralheizung,1,1,1,0,1,1,0,0,1,0,0,1,,,0,,,0,0,547.73214138647
185,einfamilienhaus,Angebot,160,4.0,55442,privat,,122385.47550429832,842.0,nein,249000.0,1,1,fussbodenheizung,1,1,0,0,1,1,0,1,0,0,0,1,,,0,,,0,0,764.9092219018645
186,bungalow,Angebot,120,4,56825,gewerblich,,29230.46687440129,690.0,nein,187999.0,0,1,zentralheizung,1,0,1,0,1,1,0,1,0,1,0,0,,,0,,,0,0,243.58722395334408
187,doppelhaushaelfte,Angebot,160,6,58256,privat,1995.0,,1000.0,nein,,1,1,gasheizung,1,1,1,0,1,1,0,1,0,0,0,1,,,0,,,0,0,
188,einfamilienhaus,Angebot,160,9,51647,privat,1930.0,160659.23413502224,571.0,ja,195000.0,1,1,oelheizung,1,1,1,0,1,1,0,0,0,0,0,1,,,0,,,0,0,1004.120213343889
189,einfamilienhaus,Angebot,120,4,53947,privat,1962.0,99417.48128258172,1100.0,nein,200000.0,1,1,oelheizung,0,1,1,1,1,0,0,1,0,0,0,1,,,0,,,0,0,828.479010688181
190,einfamilienhaus,Angebot,140,6,56459,privat,1900.0,124184.69868289109,611.0,nein,40000.0,1,1,andere,0,1,1,0,0,0,0,0,0,0,0,1,,,0,,,0,0,887.0335620206506
191,mehrfamilienhaus,Angebot,160,9,56271,privat,1996.0,-141550.68761447794,527.0,nein,248000.0,1,1,gasheizung,1,1,1,0,1,1,1,0,1,0,1,0,,,0,,,0,0,-884.6917975904871
192,einfamilienhaus,Angebot,160,8,55422,gewerblich,1996.0,-77870.29697021497,795.0,ja,390000.0,1,1,zentralheizung,1,1,1,0,1,0,0,1,1,1,1,0,,,0,,,0,0,-486.68935606384355
193,reihenhaus,Angebot,120,4,67157,privat,1957.0,-32440.36626005699,,,890.0,1,1,oelheizung,1,1,1,1,1,1,0,1,1,0,0,1,200.0,2900.0,0,1200.0,100.0,0,0,-270.33638550047493
194,einfamilienhaus,Angebot,140,5,41366,gewerblich,1964.0,-6393.215459569878,871.0,ja,299000.0,1,1,zentralheizung,1,1,1,0,0,1,0,0,1,0,1,0,,,0,,,0,0,-45.66582471121341
195,reihenhaus,Angebot,120,5,46487,privat,1997.0,169456.09540143012,236.0,nein,255000.0,1,1,fussbodenheizung,1,1,0,0,1,1,0,0,0,0,0,1,,,0,,,0,0,1412.134128345251
196,reihenhaus,Angebot,100,5,42369,privat,1958.0,129590.55157157354,458.0,nein,190000.0,1,0,fussbodenheizung,1,0,1,0,1,1,0,1,0,0,0,1,,,0,,,0,0,1295.9055157157354
197,einfamilienhaus,Angebot,140,8,54687,privat,1958.0,96016.37752889715,690.0,nein,199500.0,1,1,oelheizung,1,1,1,1,0,1,0,1,1,1,0,1,,,0,,,0,0,685.8312680635511
198,einfamilienhaus,Angebot,140,8,55624,privat,1962.0,86658.7605649404,370.0,nein,60000.0,1,0,gasheizung,1,1,0,1,1,0,0,0,1,0,0,1,,,0,,,0,0,618.9911468924314
199,einfamilienhaus,Angebot,160,9,49477,privat,1974.0,94065.3312794716,550.0,nein,290000.0,1,1,oelheizung,1,1,1,0,1,1,0,0,1,0,0,1,,,0,,,0,0,587.9083204966976
200,einfamilienhaus,Angebot,100,4,55442,privat,,122385.47550429832,680.0,,249000.0,1,1,zentralheizung,1,1,0,0,1,1,0,1,0,0,0,1,,,0,,,0,0,1223.8547550429832
201,einfamilienhaus,Angebot,140,5,57562,gewerblich,,93562.55842886168,1201.0,nein,230000.0,0,1,,1,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,668.3039887775834
202,doppelhaushaelfte,Angebot,140,5,32609,privat,2000.0,65356.495006350844,380.0,nein,169000.0,1,1,gasheizung,1,1,0,1,1,1,0,1,1,0,0,1,,,0,,,0,0,466.83210718822033
203,einfamilienhaus,Angebot,120,4,46446,privat,2017.0,80456.09540143012,,,880.0,1,1,fussbodenheizung,1,1,0,0,1,1,0,0,0,0,0,1,130.0,2020.0,0,,,0,0,670.4674616785844
204,einfamilienhaus,Angebot,160,8,59510,gewerblich,1952.0,86235.92054011868,1282.0,ja,231000.0,1,1,etagenheizung,1,1,1,0,1,1,0,0,0,0,0,0,,,0,,,0,0,538.9745033757417
205,einfamilienhaus,Angebot,160,6.0,56379,gewerblich,,134157.27471999358,1251.0,nein,192000.0,1,1,fussbodenheizung,1,1,1,0,0,0,0,0,0,0,0,0,,,0,,,0,0,838.4829669999599
206,mehrfamilienhaus,Angebot,160,9,67069,privat,1978.0,25134.3914633734,460.0,nein,699000.0,1,1,fernwaerme,1,1,1,0,1,1,0,0,0,1,1,0,,,0,,,0,0,157.08994664608375
207,einfamilienhaus,Angebot,100,4,57627,gewerblich,1890.0,96895.75485921282,565.0,ja,85000.0,1,1,zentralheizung,1,1,1,0,1,0,0,0,0,0,0,0,,,0,,,0,0,968.9575485921282
208,doppelhaushaelfte,Angebot,160,5,55232,privat,2010.0,43450.39786190151,,,1200.0,1,1,gasheizung,1,1,0,1,1,1,0,1,0,0,0,1,,2400.0,0,1350.0,,0,0,271.56498663688444
209,reihenhaus,Angebot,160,3.0,67063,privat,1953.0,15226.28045545303,178.0,,295000.0,1,1,fussbodenheizung,1,0,1,1,1,0,0,1,1,0,0,0,,,0,,,0,0,95.16425284658143
210,einfamilienhaus,Angebot,160,4,52525,privat,1950.0,-27428.602212563794,500.0,,298000.0,1,1,zentralheizung,1,1,1,0,1,1,0,1,1,0,0,0,,,0,,,0,0,-171.4287638285237
211,reihenhaus,Angebot,140,6,44319,privat,1980.0,160659.23413502224,316.0,nein,299000.0,1,1,gasheizung,1,1,1,0,1,1,0,0,0,0,0,1,,,0,,,0,0,1147.5659581073016
212,andere,Angebot,100,5,48282,privat,1964.0,15692.66194376316,213.0,nein,185500.0,1,1,oelheizung,1,1,1,0,1,1,1,1,0,0,0,1,,,0,,,0,0,156.9266194376316
213,andere,Angebot,100,5,50321,privat,1925.0,107160.42558025406,409.0,nein,250000.0,1,0,gasheizung,1,1,1,0,1,1,0,1,0,0,0,1,,,0,,,0,0,1071.6042558025406
214,einfamilienhaus,Angebot,160,11,56843,privat,1993.0,-13165.307922612043,1680.0,nein,500000.0,1,0,oelheizung,1,1,1,1,1,1,0,1,1,0,1,1,,,0,,,0,0,-82.28317451632526
215,einfamilienhaus,Angebot,160,3.0,55606,privat,2015.0,84482.13351006787,5.5,,125000.0,1,1,ofenheizung,1,0,1,1,1,1,0,1,0,1,1,1,,,0,,,0,0,528.0133344379242
216,einfamilienhaus,Angebot,140,4,32683,privat,1936.0,94065.3312794716,824.0,nein,84900.0,1,1,oelheizung,1,1,1,0,1,1,0,0,1,0,0,1,,,0,,,0,0,671.8952234247972
217,einfamilienhaus,Angebot,100,7,55606,privat,1928.0,,558.0,nein,,1,0,zentralheizung,1,1,1,0,0,1,0,1,0,0,0,1,,,0,,,0,0,
218,einfamilienhaus,Angebot,160,5,56761,gewerblich,,38027.32814080911,550.0,nein,182925.0,0,1,zentralheizung,1,0,0,0,1,1,0,1,0,1,0,0,,,0,,,0,0,237.67080088005696
219,doppelhaushaelfte,Angebot,140,6,32049,privat,2004.0,123153.5365954937,386.0,nein,318999.0,1,1,gasheizung,1,1,1,1,1,1,0,1,0,0,0,1,,,0,,,0,0,879.6681185392407
220,einfamilienhaus,Angebot,140,3,48599,privat,1995.0,13862.192545879447,,,800.0,1,1,fussbodenheizung,1,1,0,0,1,1,0,0,1,0,0,1,50.0,1600.0,0,,,0,0,99.01566104199605
221,einfamilienhaus,Angebot,160,5,53179,gewerblich,1968.0,28438.878950975868,477.0,ja,425000.0,1,1,zentralheizung,1,1,0,0,1,1,0,0,1,0,0,0,,,0,,,0,0,177.74299344359918
222,einfamilienhaus,Angebot,120,5,57584,gewerblich,1930.0,49597.091031915115,400.0,nein,35140.0,0,1,zentralheizung,1,1,1,0,0,0,0,0,0,0,0,0,,,0,,,0,0,413.30909193262596
223,mehrfamilienhaus,Angebot,160,6,66976,gewerblich,1985.0,-6393.215459569878,2271.0,nein,259000.0,1,1,,1,1,1,0,0,1,0,0,1,0,1,0,,,0,,,0,0,-39.95759662231173
224,einfamilienhaus,Angebot,140,6,54470,gewerblich,1927.0,62335.57117113435,608.0,ja,147000.0,0,1,zentralheizung,1,1,1,0,1,0,0,0,0,0,0,0,,,0,,,0,0,445.25407979381674
225,doppelhaushaelfte,Angebot,140,5,55268,privat,1990.0,28225.3479378573,,,1300.0,1,0,fussbodenheizung,1,1,1,1,1,1,0,1,0,0,0,1,,2600.0,0,,,0,0,201.60962812755213
226,reihenhaus,Angebot,160,6,55129,gewerblich,1990.0,-27428.602212563794,114.0,ja,439000.0,1,1,gasheizung,1,1,1,0,1,1,0,1,1,0,0,0,,,0,,,0,0,-171.4287638285237
227,reihenhaus,Angebot,160,5,42549,gewerblich,1982.0,15692.66194376316,548.0,ja,385000.0,1,1,gasheizung,1,1,1,0,1,1,1,1,0,0,0,1,,,0,,,0,0,98.07913714851975
228,reihenhaus,Angebot,120,7,42855,privat,1963.0,40566.52272470339,702.0,nein,269000.0,1,0,oelheizung,1,1,1,0,1,1,0,1,1,0,0,1,,,0,,,0,0,338.05435603919494
229,andere,Angebot,120,6,47608,privat,1969.0,,369.0,nein,,0,1,gasheizung,1,1,1,0,1,1,0,0,0,0,0,1,,,0,,,0,0,
230,doppelhaushaelfte,Angebot,120,5,66976,privat,1956.0,88757.64696348764,480.0,nein,112000.0,1,1,gasheizung,0,1,1,1,1,1,0,1,0,0,0,1,,,0,,,0,0,739.6470580290637
231,einfamilienhaus,Angebot,80,3,67273,privat,1979.0,82902.72410976757,761.0,nein,169000.0,0,1,ofenheizung,1,0,0,0,1,1,0,0,0,0,0,0,,,0,,,0,0,1036.2840513720946
232,einfamilienhaus,Angebot,160,6,32676,privat,1976.0,-16302.04162257889,511.0,nein,99000.0,1,1,oelheizung,1,1,1,0,1,1,0,1,1,0,1,1,,,0,,,0,0,-101.88776014111806
233,einfamilienhaus,Angebot,160,5,56567,privat,1990.0,131326.85114025237,571.0,nein,297000.0,1,1,gasheizung,1,1,1,0,0,1,0,0,1,0,0,1,,,0,,,0,0,820.7928196265773
234,einfamilienhaus,Angebot,160,5,56237,gewerblich,,36736.54280553614,1020.0,nein,331300.0,0,1,fussbodenheizung,0,1,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,229.60339253460089
235,doppelhaushaelfte,Angebot,160,4.0,32457,privat,1999.0,113588.61423789043,510.0,nein,240000.0,1,1,gasheizung,1,1,1,0,1,1,0,1,0,0,0,1,,,0,,,0,0,709.9288389868152
236,einfamilienhaus,Angebot,160,6,48599,privat,2004.0,122385.47550429832,349.0,nein,320000.0,1,1,fussbodenheizung,1,1,0,0,1,1,0,1,0,0,0,1,,,0,,,0,0,764.9092219018645
237,einfamilienhaus,Angebot,160,7,57299,gewerblich,1881.0,87637.1426218352,527.0,ja,159000.0,1,0,zentralheizung,1,1,1,0,1,1,0,0,1,0,0,1,,,0,,,0,0,547.73214138647
238,einfamilienhaus,Angebot,160,999.0,66909,gewerblich,,99597.09103191512,401.0,nein,131000.0,0,1,zentralheizung,1,1,1,0,0,0,0,0,0,0,0,0,,,0,,,0,0,622.4818189494695
239,einfamilienhaus,Angebot,160,6,54413,gewerblich,2016.0,-17884.910754442415,1047.0,nein,560000.0,1,0,fussbodenheizung,0,1,1,0,1,1,0,0,0,0,1,0,,,0,,,0,0,-111.78069221526509
240,einfamilienhaus,Angebot,160,6,55232,gewerblich,1956.0,51675.73685204024,984.0,ja,399000.0,0,1,zentralheizung,1,1,1,0,1,1,0,0,0,0,0,0,,,0,,,0,0,322.9733553252515
241,doppelhaushaelfte,Angebot,120,5,66887,privat,1959.0,103630.25363707481,500.0,nein,122000.0,1,1,oelheizung,1,1,1,1,1,1,0,0,1,0,0,1,,,0,,,0,0,863.5854469756234
242,reihenhaus,Angebot,100,4,76829,gewerblich,1965.0,-4094.037628343922,211.0,ja,198000.0,1,1,zentralheizung,0,1,1,0,1,0,0,0,1,0,0,0,,,0,,,0,0,-40.94037628343922
243,reihenhaus,Angebot,120,4,47445,gewerblich,1998.0,-52484.11004365103,145.0,ja,219000.0,1,0,zentralheizung,0,1,1,0,1,1,1,0,0,0,0,0,,,0,,,0,0,-437.3675836970919
