,Haustyp,Angebotstyp,Wohnflaeche__m²_,Zimmer,plz,Verkaeufer,Baujahr,Preis,Grundstuecksflaeche__m²_,Provision,ExactPreis,Garten/_mitnutzung,Badewanne,Heizungsart,Dusche,Garage/Stellplatz,Keller,Moebliert/Teilmoebliert,Gaeste_WC,Terrasse,Aktuell_vermietet,Einbaukueche,Balkon,Barrierefrei,Einliegerwohnung,Dachboden,Nebenkosten__in_€_,Kaution__in_€_,Haustiere_erlaubt,Warmmiete__in_€_,Heizkosten__in_€_,WG_geeignet,Denkmalobjekt,Preis_pro_m2
11619,doppelhaushaelfte,Angebot,100,4,04880,gewerblich,1930.0,58558.24635439536,422.0,ja,39500.0,1,1,ofenheizung,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,585.5824635439536
11620,doppelhaushaelfte,Angebot,160,8,93059,gewerblich,1955.0,20499.254111548707,643.0,ja,680000.0,0,0,ofenheizung,0,1,0,0,0,0,0,1,0,0,0,0,,,0,,,0,0,128.12033819717942
11621,doppelhaushaelfte,Angebot,80,4,01623,gewerblich,1956.0,-1226.98725772732,371.0,ja,29000.0,0,0,ofenheizung,0,1,1,0,0,0,0,0,0,0,0,0,,,0,,,0,0,-15.337340721591499
11622,andere,Angebot,120,3,09306,gewerblich,1880.0,55000.0,1940.0,ja,54900.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,458.3333333333333
11623,einfamilienhaus,Angebot,160,5.0,94529,gewerblich,1980.0,90000.0,479.0,ja,139000.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,562.5
11624,villa,Angebot,160,17,10713,gewerblich,1926.0,-35162.72019179264,1100.0,ja,2695000.0,1,0,zentralheizung,0,0,1,0,1,0,0,1,1,0,0,0,,,0,,,0,0,-219.767001198704
11625,doppelhaushaelfte,Angebot,100,7,09306,privat,1935.0,30502.772850609912,380.0,nein,30000.0,1,0,oelheizung,0,1,1,0,0,1,0,0,1,0,0,1,,,0,,,0,0,305.0277285060991
11626,einfamilienhaus,Angebot,160,7.0,53757,gewerblich,1990.0,58773.01274227268,496.0,ja,525000.0,0,0,zentralheizung,0,1,1,0,0,0,0,0,0,0,0,0,,,0,,,0,0,367.3313296392042
11627,einfamilienhaus,Angebot,160,7,24963,privat,1935.0,46994.71138233978,1000.0,nein,190000.0,1,1,gasheizung,1,1,1,0,1,1,0,1,1,0,0,1,,,0,,,0,0,293.71694613962364
11628,einfamilienhaus,Angebot,160,11,24361,gewerblich,1933.0,-42797.498893369964,3356.0,ja,289900.0,0,0,zentralheizung,0,1,0,0,0,0,0,1,0,0,1,0,,,0,,,0,0,-267.4843680835623
11629,einfamilienhaus,Angebot,160,4,24768,gewerblich,1948.0,-16768.767893469685,594.0,ja,184000.0,1,1,zentralheizung,1,1,1,0,1,0,0,1,1,0,0,0,,,0,,,0,0,-104.80479933418553
11630,einfamilienhaus,Angebot,140,4,64853,gewerblich,1989.0,-83894.88304509156,,,1100.0,0,1,zentralheizung,1,1,1,0,1,1,0,1,0,0,0,0,240.0,3300.0,0,1340.0,,0,0,-599.2491646077968
11631,mehrfamilienhaus,Angebot,160,7,56593,gewerblich,2005.0,21511.492881491915,2300.0,ja,457000.0,0,0,zentralheizung,0,1,1,0,1,0,0,0,0,0,0,0,,,0,,,0,0,134.44683050932446
11632,mehrfamilienhaus,Angebot,160,9,24369,gewerblich,1964.0,40228.04393016586,6461.0,ja,597000.0,1,0,zentralheizung,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,0,0,251.42527456353665
11633,doppelhaushaelfte,Angebot,160,7,17392,gewerblich,1909.0,52898.412035301255,1322.0,ja,43000.0,1,1,ofenheizung,0,1,0,0,0,1,0,0,0,0,0,0,,,0,,,0,0,330.61507522063283
11634,doppelhaushaelfte,Angebot,80,3,99330,gewerblich,1900.0,49761.38508798751,580.0,ja,39000.0,1,1,ofenheizung,0,1,1,0,0,0,0,0,0,0,0,0,,,0,,,0,0,622.0173135998439
11635,einfamilienhaus,Angebot,160,5.0,01665,gewerblich,1895.0,58773.01274227268,510.0,ja,99000.0,0,0,elektroheizung,0,1,1,0,0,0,0,0,0,0,0,0,,,0,,,0,0,367.3313296392042
11636,einfamilienhaus,Angebot,160,6,17179,gewerblich,2002.0,67569.87400868052,2600.0,ja,429000.0,0,0,andere,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,422.31171255425323
11637,einfamilienhaus,Angebot,120,5,22885,gewerblich,1930.0,65201.20139990907,489.0,ja,280000.0,0,1,zentralheizung,0,1,1,0,0,0,0,0,0,0,0,0,,,0,,,0,0,543.3433449992423
11638,einfamilienhaus,Angebot,160,5.5,94124,gewerblich,1995.0,90000.0,2200.0,ja,275000.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,562.5
11639,einfamilienhaus,Angebot,160,6.0,17213,gewerblich,1997.0,18130.58150277726,1057.0,ja,395000.0,0,1,zentralheizung,0,1,1,0,0,0,0,1,0,0,0,0,,,0,,,0,0,113.31613439235787
11640,reihenhaus,Angebot,120,4,24768,gewerblich,1989.0,41533.97325175832,265.0,ja,175000.0,1,0,gasheizung,1,1,0,0,1,1,0,1,0,0,0,0,,,0,,,0,0,346.1164437646527
11641,einfamilienhaus,Angebot,160,7,63628,gewerblich,1977.0,-36218.961334734006,852.0,ja,219000.0,0,0,zentralheizung,0,1,1,0,1,1,0,1,0,0,0,0,,,0,,,0,0,-226.36850834208752
11642,einfamilienhaus,Angebot,140,5,56593,gewerblich,2017.0,85097.94803794094,700.0,nein,209000.0,0,1,zentralheizung,1,0,0,0,1,1,0,0,0,1,0,0,,,0,,,0,0,607.8424859852925
11643,andere,Angebot,40,2,17392,gewerblich,1987.0,84499.37773458255,660.0,ja,35000.0,1,0,ofenheizung,1,0,1,0,0,1,0,0,0,0,0,0,,,0,,,0,0,2112.484443364564
11644,einfamilienhaus,Angebot,160,9,56593,gewerblich,1980.0,64868.537835978204,492.0,ja,287577.0,1,0,,0,1,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,405.4283614748638
11645,einfamilienhaus,Angebot,160,6,56593,gewerblich,1994.0,-21182.06060507442,851.0,nein,359000.0,1,0,zentralheizung,0,1,1,0,1,1,0,0,1,0,0,0,,,0,,,0,0,-132.38787878171513
11646,einfamilienhaus,Angebot,160,7,24768,gewerblich,1974.0,39165.300642986884,881.0,ja,279000.0,1,1,zentralheizung,1,1,1,0,1,1,0,1,0,0,0,0,,,0,,,0,0,244.78312901866803
11647,einfamilienhaus,Angebot,160,6,24768,gewerblich,1939.0,-30559.64101956818,602.0,ja,139000.0,1,0,zentralheizung,1,1,1,0,1,1,0,1,0,0,1,0,,,0,,,0,0,-190.99775637230113
11648,einfamilienhaus,Angebot,120,5,15366,gewerblich,1999.0,88937.256712821,410.0,ja,300000.0,0,1,zentralheizung,1,1,1,0,0,1,0,0,0,0,0,0,,,0,,,0,0,741.1438059401751
11649,einfamilienhaus,Angebot,120,5,61130,gewerblich,1960.0,99597.09103191512,82.0,ja,279000.0,0,1,zentralheizung,1,1,1,0,0,0,0,0,0,0,0,0,,,0,,,0,0,829.9757585992926
11650,einfamilienhaus,Angebot,160,7,21255,gewerblich,1938.0,50663.49808209704,1332.0,ja,325000.0,0,1,,1,1,0,0,0,1,0,1,0,0,0,0,,,0,,,0,0,316.6468630131065
11651,einfamilienhaus,Angebot,160,9,56357,gewerblich,1900.0,90000.0,462.0,ja,99900.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,562.5
11652,einfamilienhaus,Angebot,160,9,63872,gewerblich,1936.0,-4258.331684416316,4408.0,ja,139000.0,0,1,zentralheizung,1,1,1,0,1,0,0,0,1,0,0,0,,,0,,,0,0,-26.614573027601978
11653,einfamilienhaus,Angebot,160,8,08258,gewerblich,1850.0,64761.38508798751,1082.0,ja,52000.0,1,1,zentralheizung,0,1,1,0,0,0,0,0,0,0,0,0,,,0,,,0,0,404.75865679992194
11654,reihenhaus,Angebot,80,5,24768,gewerblich,1955.0,27199.537002300305,355.0,ja,114000.0,1,1,zentralheizung,0,0,1,0,1,1,0,1,0,0,0,0,,,0,,,0,0,339.9942125287538
11655,mehrfamilienhaus,Angebot,160,10,63628,gewerblich,1965.0,-41459.51139217727,748.0,ja,298900.0,1,1,zentralheizung,1,1,1,0,1,1,0,0,1,1,1,0,,,0,,,0,0,-259.12194620110796
11656,einfamilienhaus,Angebot,160,5,56593,gewerblich,2017.0,82902.72410976757,500.0,nein,232000.0,0,1,zentralheizung,1,0,0,0,1,1,0,0,0,0,0,0,,,0,,,0,0,518.1420256860473
11657,einfamilienhaus,Angebot,160,6.0,63628,gewerblich,1932.0,60472.59811844809,,ja,96000.0,0,1,,1,1,0,0,1,1,0,0,0,0,0,0,,,0,,,0,0,377.9537382403006
11658,andere,Angebot,160,3.0,99706,privat,1975.0,86634.17410086631,1.05,nein,49000.0,1,0,ofenheizung,1,1,1,1,0,1,0,0,0,0,0,0,,,0,,,0,0,541.4635881304145
11659,andere,Angebot,40,2,67098,gewerblich,1970.0,128296.2390009904,535.0,ja,68000.0,1,0,ofenheizung,1,0,0,0,0,1,0,0,0,0,0,0,,,0,,,0,0,3207.40597502476
11660,andere,Angebot,160,2.0,18299,gewerblich,1976.0,58032.86820544468,579.0,ja,89000.0,1,0,ofenheizung,0,0,1,0,0,1,0,1,0,0,0,0,,,0,,,0,0,362.7054262840293
11661,reihenhaus,Angebot,100,4,24768,gewerblich,1950.0,69998.63184613126,169.0,ja,109000.0,1,0,zentralheizung,1,1,1,0,0,1,0,1,0,0,0,0,,,0,,,0,0,699.9863184613126
11662,einfamilienhaus,Angebot,120,5,22885,gewerblich,1968.0,86235.92054011868,580.0,ja,315000.0,1,1,zentralheizung,1,1,1,0,1,1,0,0,0,0,0,0,,,0,,,0,0,718.6326711676556
11663,einfamilienhaus,Angebot,160,5.0,15366,privat,,87825.29181621983,499.0,nein,750000.0,0,1,gasheizung,1,1,0,0,1,1,0,1,0,0,0,1,,,0,,,0,0,548.908073851374
11664,einfamilienhaus,Angebot,160,6.0,61130,gewerblich,2017.0,26076.708486442036,580.0,nein,542900.0,0,1,zentralheizung,0,1,0,0,1,1,0,0,0,0,0,0,,,0,,,0,0,162.97942804026272
11665,einfamilienhaus,Angebot,100,3,21255,privat,2017.0,1000.0,,,650.0,0,0,gasheizung,0,0,0,0,0,0,0,0,0,0,0,0,,1300.0,0,,,0,0,10.0
11666,einfamilienhaus,Angebot,120,5,21255,gewerblich,1976.0,111531.67676021288,1277.0,ja,239000.0,1,1,zentralheizung,0,0,1,0,0,1,0,0,0,0,0,0,,,0,,,0,0,929.4306396684407
11667,einfamilienhaus,Angebot,160,6,59602,gewerblich,1981.0,-4258.331684416316,883.0,ja,179500.0,0,1,zentralheizung,1,1,1,0,1,0,0,0,1,0,0,0,,,0,,,0,0,-26.614573027601978
11668,einfamilienhaus,Angebot,100,6,63872,gewerblich,,34132.518836460345,159.0,ja,129000.0,0,0,,0,0,1,0,0,0,0,1,0,0,0,0,,,0,,,0,0,341.32518836460343
11669,mehrfamilienhaus,Angebot,160,6,63872,gewerblich,,93562.55842886168,1125.0,nein,393000.0,0,1,zentralheizung,1,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,584.7659901803855
11670,einfamilienhaus,Angebot,160,5,63872,gewerblich,2017.0,93562.55842886168,400.0,nein,219500.0,0,1,,1,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,584.7659901803855
11671,einfamilienhaus,Angebot,120,4,63872,gewerblich,,93562.55842886168,400.0,nein,219500.0,0,1,zentralheizung,1,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,779.6879869071806
11672,villa,Angebot,160,10,63628,privat,1961.0,90732.13484912047,2449.0,nein,270000.0,0,1,zentralheizung,1,0,0,0,1,1,0,0,1,0,0,1,,,0,,,0,0,567.0758428070029
11673,andere,Angebot,80,5,66538,privat,,24624.360157230392,290.0,nein,50000.0,1,0,oelheizung,0,1,0,1,0,0,0,1,0,0,0,0,,,0,,,0,0,307.8045019653799
11674,andere,Angebot,140,7,54533,gewerblich,,83122.74211694014,200.0,ja,43000.0,1,1,ofenheizung,1,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,593.7338722638581
11675,andere,Angebot,160,2.0,03130,gewerblich,2002.0,-8561.03465010599,769.0,ja,125000.0,1,0,zentralheizung,0,0,1,0,0,1,0,1,1,0,0,0,,,0,,,0,0,-53.50646656316244
11676,andere,Angebot,60,2,67098,gewerblich,1977.0,59998.63184613126,617.0,ja,79000.0,1,0,etagenheizung,1,1,1,0,0,1,0,1,0,0,0,0,,,0,,,0,0,999.977197435521
11677,andere,Angebot,160,37,22885,gewerblich,1907.0,-57592.846183112124,20800.0,ja,2690000.0,1,0,zentralheizung,0,1,1,0,1,0,0,1,1,0,0,0,,,0,,,0,0,-359.9552886444508
11678,einfamilienhaus,Angebot,160,4.0,61276,gewerblich,,26076.708486442036,644.0,nein,280200.0,0,1,fussbodenheizung,0,1,0,0,1,1,0,0,0,0,0,0,,,0,,,0,0,162.97942804026272
11679,einfamilienhaus,Angebot,160,6,22967,privat,1972.0,-40537.83809060528,,,1300.0,1,1,gasheizung,1,1,0,0,1,1,0,1,0,0,0,0,150.0,3900.0,0,1550.0,100.0,0,0,-253.361488066283
11680,einfamilienhaus,Angebot,140,4,49696,privat,1982.0,-82026.2104363201,,,720.0,0,0,gasheizung,1,1,0,0,1,1,0,1,0,0,0,0,60.0,1440.0,0,,,0,0,-585.9015031165721
11681,mehrfamilienhaus,Angebot,160,16,59602,gewerblich,1974.0,-110242.13603166369,1039.0,ja,289000.0,0,0,,0,1,0,0,1,1,0,0,1,0,1,0,,,0,,,0,0,-689.013350197898
11682,einfamilienhaus,Angebot,160,5.0,59602,gewerblich,1982.0,-3129.0010243204233,798.0,ja,198000.0,0,0,zentralheizung,0,0,1,0,1,0,0,1,0,0,0,0,,,0,,,0,0,-19.556256402002646
11683,einfamilienhaus,Angebot,120,5,63834,gewerblich,1898.0,81203.13873359216,530.0,ja,165000.0,0,0,ofenheizung,0,0,1,0,0,0,0,0,0,0,0,0,,,0,,,0,0,676.6928227799347
11684,einfamilienhaus,Angebot,160,6,59602,gewerblich,1969.0,48113.17842317857,783.0,ja,138000.0,0,0,zentralheizung,0,1,1,0,0,1,0,0,0,0,0,0,,,0,,,0,0,300.70736514486606
11685,einfamilienhaus,Angebot,160,7,59602,privat,,14803.20030303278,6006.0,nein,549000.0,0,0,zentralheizung,1,1,0,0,1,1,0,1,1,0,0,1,,,0,,,0,0,92.52000189395487
11686,doppelhaushaelfte,Angebot,140,5,63628,privat,1934.0,70164.98191048724,145.0,nein,124000.0,0,1,zentralheizung,1,1,1,0,1,0,0,0,1,0,0,1,,,0,,,0,0,501.178442217766
11687,mehrfamilienhaus,Angebot,160,11,66399,privat,1932.0,56559.63373994302,2228.0,nein,285000.0,1,1,oelheizung,1,1,1,1,1,1,0,1,1,0,0,1,,,0,,,0,0,353.4977108746439
11688,andere,Angebot,40,2,17192,gewerblich,1968.0,44399.60348053304,847.0,ja,95000.0,1,0,,0,1,0,0,0,1,0,1,0,0,0,0,,,0,,,0,0,1109.990087013326
11689,einfamilienhaus,Angebot,160,6.0,54533,gewerblich,1900.0,-6121.304737102579,717.0,ja,98000.0,0,1,zentralheizung,1,1,0,0,1,1,0,0,1,0,0,0,,,0,,,0,0,-38.25815460689112
11690,einfamilienhaus,Angebot,160,5,61279,gewerblich,2017.0,17279.847220034197,830.0,nein,365500.0,0,1,fussbodenheizung,0,1,1,0,1,1,0,0,0,0,0,0,,,0,,,0,0,107.99904512521373
11691,einfamilienhaus,Angebot,160,3,22941,privat,,-38342.6141624319,,,1350.0,1,1,gasheizung,1,1,0,0,1,1,0,1,0,1,0,0,,,0,1350.0,,0,0,-239.64133851519938
11692,einfamilienhaus,Angebot,160,6.0,21423,privat,1974.0,-83894.88304509156,,,1350.0,0,1,gasheizung,1,1,1,0,1,1,0,1,0,0,0,0,140.0,4000.0,0,1490.0,91.0,0,0,-524.3430190318222
11693,mehrfamilienhaus,Angebot,160,12,59602,gewerblich,2017.0,-10558.272865699437,1400.0,nein,270000.0,0,0,,0,0,0,0,1,0,0,0,0,0,1,0,,,0,,,0,0,-65.98920541062148
11694,einfamilienhaus,Angebot,160,9,59602,gewerblich,2017.0,52738.48013921923,900.0,nein,279000.0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,329.6155008701202
11695,einfamilienhaus,Angebot,160,6,59602,gewerblich,2017.0,52738.48013921923,1200.0,nein,239000.0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,329.6155008701202
11696,einfamilienhaus,Angebot,160,5,49696,gewerblich,1984.0,40228.04393016586,665.0,ja,222500.0,1,0,zentralheizung,0,0,0,0,1,0,0,1,0,0,0,0,,,0,,,0,0,251.42527456353665
11697,einfamilienhaus,Angebot,160,8,59602,gewerblich,,52738.48013921923,800.0,nein,282300.0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,329.6155008701202
11698,einfamilienhaus,Angebot,140,4,22946,privat,2017.0,-32208.427351252383,,,1550.0,1,1,gasheizung,1,1,0,0,1,1,0,1,1,0,0,1,70.0,4650.0,0,1760.0,90.0,0,0,-230.06019536608846
11699,bungalow,Gesuch,140,4,63628,privat,1980.0,,,nein,,1,1,,1,1,1,0,1,1,0,1,1,0,0,0,,,0,,,0,0,
11700,einfamilienhaus,Angebot,160,3.0,54533,gewerblich,1900.0,29340.1656809059,64.0,ja,39900.0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,,,0,,,0,0,183.37603550566186
11701,andere,Angebot,40,2,17192,gewerblich,1991.0,95431.03536727416,348.0,ja,45500.0,1,0,,1,1,0,1,0,1,0,0,0,0,0,0,,,0,,,0,0,2385.775884181854
11702,einfamilienhaus,Angebot,160,5.0,01189,gewerblich,,26076.708486442036,750.0,nein,420289.0,0,1,fussbodenheizung,0,1,0,0,1,1,0,0,0,0,0,0,,,0,,,0,0,162.97942804026272
11703,andere,Angebot,160,7.0,87740,gewerblich,1966.0,-78050.6249523567,887.0,ja,590000.0,1,1,zentralheizung,0,1,1,0,1,1,0,0,1,0,1,0,,,0,,,0,0,-487.81640595222933
11704,einfamilienhaus,Angebot,140,4,21423,gewerblich,1998.0,-20993.91141068978,592.0,ja,450000.0,0,1,zentralheizung,0,1,0,0,1,1,0,1,0,0,0,0,,,0,,,0,0,-149.95651007635556
11705,andere,Angebot,160,2.0,28790,privat,1976.0,15860.415470142343,300.0,nein,17500.0,1,0,gasheizung,1,1,0,1,0,1,0,1,0,0,0,0,,,0,,,0,0,99.12759668838964
11706,andere,Angebot,40,2,38448,gewerblich,2000.0,-15935.436690325307,470.0,ja,60000.0,1,0,ofenheizung,1,1,1,0,0,0,0,1,1,0,0,0,,,0,,,0,0,-398.3859172581327
11707,andere,Angebot,160,11,63628,gewerblich,1906.0,-67594.10029046514,330.0,ja,250000.0,1,1,zentralheizung,1,1,1,0,1,0,1,0,1,0,0,0,,,0,,,0,0,-422.4631268154071
11708,einfamilienhaus,Angebot,160,10,97791,gewerblich,1948.0,-18480.724432372095,146.0,ja,92000.0,0,0,zentralheizung,0,1,1,0,0,1,0,0,1,0,0,0,,,0,,,0,0,-115.50452770232559
11709,einfamilienhaus,Angebot,100,4,66894,gewerblich,1900.0,111531.67676021288,231.0,ja,119000.0,1,1,oelheizung,0,0,1,0,0,1,0,0,0,0,0,0,,,0,,,0,0,1115.3167676021287
11710,einfamilienhaus,Angebot,140,5,29559,gewerblich,1951.0,34132.518836460345,3953.0,ja,169000.0,0,0,zentralheizung,0,0,1,0,0,0,0,1,0,0,0,0,,,0,,,0,0,243.80370597471676
11711,doppelhaushaelfte,Angebot,160,6.0,87724,gewerblich,1909.0,55100.65060375306,401.0,ja,249000.0,1,0,,1,0,0,0,1,0,0,0,1,0,0,0,,,0,,,0,0,344.37906627345666
11712,einfamilienhaus,Gesuch,80,4,21107,privat,,247990.41148314357,,,800.0,1,0,gasheizung,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,,0,0,3099.8801435392947
11713,andere,Angebot,160,3.0,55425,gewerblich,1980.0,125866.11300967092,1515.0,ja,125000.0,1,0,ofenheizung,1,1,0,0,0,1,0,0,0,0,0,0,,,0,,,0,0,786.6632063104432
11714,einfamilienhaus,Angebot,140,4,97791,gewerblich,,52738.48013921923,1000.0,nein,225000.0,0,0,fussbodenheizung,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,376.70342956585165
11715,einfamilienhaus,Angebot,120,3,66894,privat,1952.0,55000.0,,,55000.0,0,0,oelheizung,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,458.3333333333333
11716,einfamilienhaus,Angebot,160,4,97791,gewerblich,,52738.48013921923,1000.0,nein,255000.0,0,0,fussbodenheizung,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,329.6155008701202
11717,einfamilienhaus,Angebot,160,4,97791,gewerblich,,52738.48013921923,990.0,nein,205000.0,0,0,fussbodenheizung,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,329.6155008701202
11718,einfamilienhaus,Angebot,160,4,97791,gewerblich,,52738.48013921923,1000.0,nein,205000.0,0,0,fussbodenheizung,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,329.6155008701202
11719,einfamilienhaus,Angebot,160,6,31535,gewerblich,1973.0,11702.392845140868,844.0,ja,269000.0,0,0,zentralheizung,0,1,1,0,0,0,0,1,0,0,0,0,,,0,,,0,0,73.13995528213043
11720,doppelhaushaelfte,Angebot,160,3.0,87724,gewerblich,1900.0,165384.2619777209,145.0,ja,138000.0,1,1,,1,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,1033.6516373607556
11721,einfamilienhaus,Angebot,160,7,29559,gewerblich,1880.0,81203.13873359216,1689.0,ja,82000.0,0,0,ofenheizung,0,0,1,0,0,0,0,0,0,0,0,0,,,0,,,0,0,507.519617084951
11722,einfamilienhaus,Gesuch,20,0,29308,privat,,207347.98024364814,,,650.0,1,1,gasheizung,0,0,0,0,0,0,0,1,0,0,0,0,,,1,,,0,0,10367.399012182406
11723,einfamilienhaus,Angebot,160,5,53562,privat,,96501.62558250132,,,1200.0,1,1,andere,1,1,1,0,1,1,0,1,1,0,0,0,240.0,3600.0,1,1440.0,,0,0,603.1351598906333
11724,einfamilienhaus,Angebot,140,5,22399,privat,2017.0,172392.38970445984,,,1700.0,1,1,gasheizung,1,1,0,0,1,1,0,1,0,0,0,0,250.0,5100.0,1,1950.0,,0,0,1231.3742121747132
11725,einfamilienhaus,Angebot,120,7,97791,gewerblich,1960.0,21203.138733592157,650.0,ja,29000.0,0,0,ofenheizung,0,0,1,0,0,0,0,0,0,0,0,0,,,0,,,0,0,176.69282277993463
11726,einfamilienhaus,Angebot,160,4,97657,gewerblich,,52738.48013921923,860.0,nein,257000.0,0,0,fussbodenheizung,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,329.6155008701202
11727,einfamilienhaus,Angebot,160,4,97711,gewerblich,,52738.48013921923,680.0,nein,205000.0,0,0,fussbodenheizung,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,329.6155008701202
11728,einfamilienhaus,Angebot,160,4,97450,gewerblich,,52738.48013921923,780.0,nein,243000.0,0,0,fussbodenheizung,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,329.6155008701202
11729,einfamilienhaus,Angebot,160,4,97816,gewerblich,,52738.48013921923,800.0,nein,229000.0,0,0,fussbodenheizung,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,329.6155008701202
11730,doppelhaushaelfte,Angebot,160,5,31535,gewerblich,1972.0,-1658.7776466555624,547.0,ja,180000.0,1,0,zentralheizung,0,1,1,0,1,1,0,1,0,0,0,0,,,0,,,0,0,-10.367360291597265
11731,doppelhaushaelfte,Angebot,100,4,96332,gewerblich,,69761.38508798751,500.0,ja,57000.0,1,1,zentralheizung,0,1,1,0,0,0,0,0,0,0,0,0,,,0,,,0,0,697.6138508798751
11732,doppelhaushaelfte,Angebot,140,5,57567,gewerblich,1976.0,95257.5384832239,241.0,ja,69000.0,1,1,zentralheizung,1,1,0,1,1,0,0,0,0,0,0,0,,,0,,,0,0,680.4109891658851
11733,einfamilienhaus,Angebot,120,4,22399,gewerblich,1984.0,54208.703516884096,526.0,ja,595000.0,1,0,zentralheizung,0,1,0,0,1,1,0,0,0,0,0,0,,,0,,,0,0,451.73919597403415
11734,doppelhaushaelfte,Gesuch,160,4.0,29308,privat,,199857.0482988328,,,800.0,1,1,gasheizung,1,1,1,0,0,1,0,1,0,0,0,0,100.0,,1,800.0,100.0,0,0,1249.1065518677049
11735,einfamilienhaus,Angebot,160,5,31535,gewerblich,1967.0,89101.5507688934,490.0,ja,138000.0,1,1,zentralheizung,0,1,1,0,0,1,0,0,0,0,0,0,,,0,,,0,0,556.8846923055837
11736,einfamilienhaus,Angebot,160,4,97762,gewerblich,,52738.48013921923,690.0,nein,245000.0,0,0,fussbodenheizung,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,329.6155008701202
11737,einfamilienhaus,Angebot,160,4,97725,gewerblich,,52738.48013921923,650.0,nein,215000.0,0,0,fussbodenheizung,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,329.6155008701202
11738,einfamilienhaus,Angebot,160,5,97657,gewerblich,,52738.48013921923,1800.0,nein,277000.0,0,0,fussbodenheizung,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,329.6155008701202
11739,einfamilienhaus,Angebot,160,5,97711,gewerblich,,52738.48013921923,930.0,nein,243000.0,0,0,fussbodenheizung,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,329.6155008701202
11740,einfamilienhaus,Angebot,160,4,97450,gewerblich,,52738.48013921923,1050.0,nein,231000.0,0,0,fussbodenheizung,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,329.6155008701202
11741,einfamilienhaus,Angebot,140,4,97816,gewerblich,,52738.48013921923,1130.0,nein,260000.0,0,0,fussbodenheizung,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,376.70342956585165
11742,einfamilienhaus,Angebot,160,5,97816,gewerblich,,52738.48013921923,1130.0,nein,260000.0,0,0,fussbodenheizung,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,329.6155008701202
11743,einfamilienhaus,Angebot,160,5,97816,gewerblich,,52738.48013921923,1130.0,nein,280000.0,0,0,fussbodenheizung,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,329.6155008701202
11744,einfamilienhaus,Angebot,160,5,97816,gewerblich,,52738.48013921923,780.0,nein,279000.0,0,0,fussbodenheizung,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,329.6155008701202
11745,einfamilienhaus,Angebot,160,4,97816,gewerblich,,52738.48013921923,800.0,nein,239000.0,0,0,fussbodenheizung,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,0,329.6155008701202
11746,doppelhaushaelfte,Angebot,160,4.0,23566,privat,,,,,,1,1,gasheizung,1,1,1,0,0,1,0,1,0,0,0,1,75.0,1300.0,1,725.0,,0,0,
11747,mehrfamilienhaus,Angebot,160,9,31535,gewerblich,1968.0,22507.64791334274,890.0,ja,279500.0,1,1,zentralheizung,0,1,1,0,0,1,0,0,1,0,0,0,,,0,,,0,0,140.67279945839212
